id mito,id,sex,genotype,treatment,normalisation,region,Sample,M_plus_G,D,c,P,S,Fccp,Rot,Ama,As/Tm,Azd,C_iv,b,out,out_susp
EM1,1,f,wt,ctrl,mg,hippocampus,3.627232877,7.625424658,18.94641096,17.34147945,26.28591781,55.21068493,82.22410959,24.83873973,0,355.9900274,94.60109589,261.3889315,,,
EM2,1,f,wt,ctrl,mg,hippocampus,3.163616438,6.528986301,15.74383562,14.38679452,22.02471233,48.84542466,72.97923288,25.15336986,0,368.8523288,89.02624658,279.8260822,,,
EM49,51,f,wt,ctrl,mg,hippocampus,0.865960265,3.444556291,6.016264901,7.535205298,9.896529801,42.41928477,64.26490066,27.2394702,0,184.7544901,29.21117881,155.5433113,,,
EM50,51,f,wt,ctrl,mg,hippocampus,2.194225166,4.120794702,6.023682119,8.379549669,10.51835762,41.43189404,63.36180132,25.98807947,0,159.1106225,27.49298013,131.6176424,,,
EM77,61,f,wt,ctrl,mg,hippocampus,1.541209677,4.726693548,13.85483871,15.04048387,22.6558871,46.88387097,74.09943548,24.21266129,0,192.5693548,38.34677419,154.2225806,,,
EM78,61,f,wt,ctrl,mg,hippocampus,1.551209677,6.178064516,20.57129032,22.09274194,35.65725806,62.7483871,97.74314516,31.95620968,0,202.4167742,36.41862903,165.9981452,,,
EM125,83,f,wt,ctrl,mg,hippocampus,0.497592295,2.813804173,7.976051364,8.504012841,17.169374,55.3305939,79.71678973,31.47011236,0,162.2756982,30.53078652,131.7449117,,,
EM126,83,f,wt,ctrl,mg,hippocampus,0.996725522,2.994991974,8.239678973,10.22022472,17.19993579,42.14857143,63.70632424,26.18651685,0,147.2628571,30.83556982,116.4272873,,,
EM149,95,f,wt,ctrl,mg,hippocampus,0.02247619,2.706666667,6.463466667,8.202057143,12.29432381,35.94620952,54.67771429,22.76533333,0,158.1462857,42.6519619,115.4943238,,,
EM150,95,f,wt,ctrl,mg,hippocampus,0.526704762,2.531047619,7.106133333,9.058590476,12.88175238,33.67504762,51.33295238,21.57630476,0,150.6856381,40.59009524,110.0955429,,,
EM33,34,f,sca,ctrl,mg,hippocampus,4.264065041,8.484173442,18.38775068,18.92271003,20.82059621,48.47349593,73.68124661,23.96747967,0,179.5169648,36.09517615,143.4217886,,,
EM34,34,f,sca,ctrl,mg,hippocampus,2.844119241,6.099566396,12.20720867,12.2499187,13.06276423,33.93246612,52.86921409,18.10720867,0,140.0702439,32.4697561,107.6004878,,,
EM61,57,f,sca,ctrl,mg,hippocampus,3.278395245,7.531827637,20.27441308,21.61759287,33.5764636,63.1189896,89.6761367,32.30680535,0,187.293789,28.43013373,158.8636553,,,
EM62,57,f,sca,ctrl,mg,hippocampus,1.386389302,5.235542348,15.32683507,16.1161367,25.59946508,52.36933135,74.75548291,30.54026746,0,151.1265973,23.90989599,127.2167013,,,
EM73,60,f,sca,ctrl,mg,hippocampus,0.822350515,4.114391753,16.13212371,17.11224742,29.45360825,60.45352577,96.92041237,31.41402062,0,195.1075464,37.19298969,157.9145567,,,
EM74,60,f,sca,ctrl,mg,hippocampus,0.768164948,5.473072165,18.76618557,19.58358763,34.27447423,63.8105567,101.518268,34.44189691,0,200.0461031,35.90416495,164.1419381,,,
EM109,73,f,sca,ctrl,mg,hippocampus,2.336283186,4.148053097,8.165486726,10.06964602,11.37265487,48.2880531,76.52539823,30.76026549,0,195.5400885,39.9699115,155.570177,,,
EM110,73,f,sca,ctrl,mg,hippocampus,2.375044248,4.687787611,7.790442478,9.522743363,11.82318584,41.89486726,65.77044248,24.85265487,0,199.139646,45.13672566,154.0029204,,,
EM121,77,f,sca,ctrl,mg,hippocampus,0.188031496,3.525590551,12.43149606,13.41771654,22.61417323,54.11141732,81.48338583,30.54511811,0,179.9218898,31.83370079,148.088189,,,
EM122,77,f,sca,ctrl,mg,hippocampus,3.402834646,7.27015748,16.49181102,17.85653543,26.47748031,55.31708661,84.59606299,30.93944882,0,170.6062992,35.09724409,135.5090551,,,
EM45,43,f,sca,eda,mg,hippocampus,3.419461538,8.096923077,18.20992308,19.89792308,26.61430769,58.17546154,92.57746154,28.39876923,0,183.7086923,35.42330769,148.2853846,,,
EM46,43,f,sca,eda,mg,hippocampus,5.047384615,9.184230769,19.632,23.54723077,28.47746154,61.806,99.09538462,27.847,0,182.4909231,34.91361538,147.5773077,,,
EM57,56,f,sca,eda,mg,hippocampus,1.598873995,5.337533512,15.71013405,16.94648794,27.4802681,55.07453083,88.44514745,27.89635389,0,178.1270241,25.5310992,152.5959249,,,
EM58,56,f,sca,eda,mg,hippocampus,1.824664879,5.626434316,15.07780161,16.95983914,26.28680965,50.07254692,77.53292225,24.94981233,0,151.7256836,24.00300268,127.722681,,,
EM69,59,f,sca,eda,mg,hippocampus,2.024339623,5.520660377,14.14245283,15.75669811,20.27707547,40.24669811,74.40226415,24.81801887,0,211.3557547,44.42669811,166.9290566,,,
EM70,59,f,sca,eda,mg,hippocampus,0,3.876415094,13.34981132,15.05811321,19.50396226,44.53075472,77.98556604,25.27811321,0.645471698,180.5433962,43.38150943,137.1618868,,,
EM81,62,f,sca,eda,mg,hippocampus,0.742350674,6.942042389,17.75491329,20.24416185,34.36840077,73.53919075,115.2235067,40.06057803,0,258.9721002,43.26712909,215.7049711,,,
EM82,62,f,sca,eda,mg,hippocampus,0.438843931,4.500809249,9.894874759,11.39714836,18.39483622,45.08423892,70.05633911,26.5055106,0,189.3693256,40.09248555,149.2768401,,,
EM93,66,f,sca,eda,mg,hippocampus,0.963275261,4.968013937,12.86181185,14.3312892,21.75505226,59.63609756,89.10278746,35.71560976,0,205.1126829,32.46898955,172.6436934,,,
EM94,66,f,sca,eda,mg,hippocampus,2.011010453,5.486898955,14.04543554,15.0641115,22.95498258,55.72501742,82.11094077,31.27226481,0,194.3593728,34.5441115,159.8152613,,,
EM5,2,m,wt,ctrl,mg,hippocampus,5.032493151,10.39068493,30.69715068,29.34843836,44.32427397,87.3469589,121.9258082,39.9770411,0,427.0388493,78.28712329,348.751726,,,
EM6,2,m,wt,ctrl,mg,hippocampus,4.618630137,10.11605479,30.02668493,28.70860274,38.66191781,79.24794521,110.5367671,36.67249315,0,430.6564384,94.57041096,336.0860274,,,
EM21,6,m,wt,ctrl,mg,hippocampus,4.026517691,7.914636872,17.47396648,17.09124767,21.42316574,53.18286778,88.53512104,26.69832402,0,318.0966108,79.66659218,238.4300186,,,
EM22,6,m,wt,ctrl,mg,hippocampus,3.282383613,5.437392924,14.0418622,15.06815642,17.32201117,44.18703911,73.40379888,25.15806331,0,265.7625326,76.05504655,189.707486,,,
EM29,22,m,wt,ctrl,mg,hippocampus,5.020094192,8.217582418,14.09098901,11.84257457,31.99874411,74.73262166,100.3051805,31.12339089,0,365.4253689,76.43095761,288.9944113,,,
EM30,22,m,wt,ctrl,mg,hippocampus,7.401821036,10.68540031,16.87598116,15.64847724,30.77136578,68.96320251,94.60433281,26.31133438,0,318.7003454,76.53343799,242.1669074,,,
EM101,70,m,wt,ctrl,mg,hippocampus,2.310583942,4.333868613,8.572554745,10.39452555,12.55321168,41.74576642,59.6279562,23.89861314,0,179.3527737,38.29335766,141.0594161,,,
EM102,70,m,wt,ctrl,mg,hippocampus,1.364744526,4.278832117,10.8019708,12.32416058,15.32379562,43.14562044,63.00890511,25.28459854,0,170.9841606,29.12510949,141.8590511,,,
EM105,71,m,wt,ctrl,mg,hippocampus,4.680731707,8.669512195,17.47552846,19.5896748,27.6900813,63.91560976,92.99845528,32.56869919,0,220.8426829,40.23211382,180.6105691,,,
EM106,71,m,wt,ctrl,mg,hippocampus,2.104634146,5.66203252,10.3201626,13.77520325,17.22463415,48.05341463,73.79406504,25.84650407,0,171.975122,38.26211382,133.7130081,,,
EM9,3,m,wt,eda,mg,hippocampus,1.097709497,3.411564246,10.03486034,11.12368715,11.39,46.72977654,80.0077095,30.97659218,0,255.8951955,64.3349162,191.5602793,,,
EM10,3,m,wt,eda,mg,hippocampus,1.697541899,4.120223464,9.486145251,10.28670391,11.3101676,42.73675978,68.88541899,28.14882682,0,269.5376536,68.76636872,200.7712849,,,
EM13,4,m,wt,eda,mg,hippocampus,2.761065246,5.30849534,13.1734221,13.65619174,19.57587217,46.18428762,67.61097204,22.22242344,0,252.0756858,64.75770972,187.317976,,,
EM14,4,m,wt,eda,mg,hippocampus,4.36,8.245166445,20.53464714,20.93571238,31.55802929,66.44889481,89.33667111,32.32569907,0,274.4947004,62.71621838,211.778482,,,
EM25,17,m,wt,eda,mg,hippocampus,3.463515152,6.074363636,12.16078788,11.93042424,17.55945455,52.20175758,76.32569697,28.37781818,0,271.4040606,72.92927273,198.4747879,,,
EM26,17,m,wt,eda,mg,hippocampus,2.200727273,4.77230303,9.986,10.16224242,13.08727273,44.78884848,66.56890909,25.72690909,0,286.5421212,75.59824242,210.9438788,,,
EM37,35,m,wt,eda,mg,hippocampus,3.222829268,4.723382114,8.228487805,8.289300813,9.071609756,23.76039024,38.2820813,12.99063415,0,135.6008455,39.09001626,96.51082927,,,
EM38,35,m,wt,eda,mg,hippocampus,3.290861789,6.176195122,7.627707317,8.145691057,8.743544715,25.88195122,42.08494309,14.58152846,0,137.5376911,38.5081626,99.02952846,,,
EM41,42,m,wt,eda,mg,hippocampus,2.872619048,6.367333333,18.14838095,20.18309524,22.42152381,54.18895238,84.66285714,28.39671429,0,171.0479524,26.6737619,144.3741905,,,
EM42,42,m,wt,eda,mg,hippocampus,3.114142857,5.957619048,15.11890476,17.17557143,19.33914286,50.65495238,80.81585714,27.503,0,164.7731429,25.77752381,138.995619,,,
EM53,55,m,wt,eda,mg,hippocampus,1.018088235,3.557352941,6.176985294,7.996911765,9.340588235,34.15007353,54.14926471,22.18411765,0,154.9291912,34.87911765,120.0500735,,,
EM54,55,m,wt,eda,mg,hippocampus,2.569411765,6.626911765,9.011691176,12.20897059,14.26838235,48.23338235,76.37617647,33.25102941,0,193.4197059,34.84801471,158.5716912,,,
EM157,120,m,wt,eda,mg,hippocampus,1.846473988,8.177572254,17.7449711,19.97888247,34.74342967,67.00986513,92.99753372,32.50689788,0,198.0460116,41.17811175,156.8678998,,,
EM158,120,m,wt,eda,mg,hippocampus,0,6.303660886,16.73757225,20.64346821,33.58196532,67.27976879,93.43614644,35.05526012,1.006319846,199.3121387,39.52262042,159.7895183,,,
EM17,5,m,sca,eda,mg,hippocampus,2.297413572,5.378950064,12.96507042,13.09638924,15.0428169,50.26258643,79.62110115,30.15411012,0,244.7419206,59.71713188,185.0247887,,,
EM18,5,m,sca,eda,mg,hippocampus,2.428066581,5.951498079,12.6562356,13.59037132,16.78238156,53.11928297,80.87175416,29.55692702,0,257.8707298,55.13879641,202.7319334,,,
EM85,63,m,sca,eda,mg,hippocampus,4.216646465,9.644929293,22.43450505,23.6679596,39.56509091,71.10723232,113.8321616,35.75725253,0,250.8566465,45.77971717,205.0769293,,,
EM86,63,m,sca,eda,mg,hippocampus,1.257292929,7.607272727,18.86642424,21.20888889,38.63539394,74.38092929,120.1852929,38.99919192,0,243.0134949,40.89535354,202.1181414,,,
EM97,69,m,sca,eda,mg,hippocampus,2.288888889,6.637819706,13.37727463,14.23572327,21.85895178,52.26515723,82.92796646,28.83178197,0,192.2867925,37.58356394,154.7032285,,,
EM98,69,m,sca,eda,mg,hippocampus,1.706834382,5.262809224,13.72234801,14.81106918,23.33224319,52.04427673,81.30624738,29.70616352,0,172.9640252,34.11681342,138.8472117,,,
EM133,87,m,sca,eda,mg,hippocampus,3.131895911,8.256431227,26.25620818,27.75092937,45.50490706,90.81011152,133.0449814,45.7929368,0,257.7470632,42.56736059,215.1797026,,,
EM134,87,m,sca,eda,mg,hippocampus,0.870780669,4.718215613,18.60639405,19.89211896,33.05747212,68.07107807,100.7657249,33.78289963,0,202.459777,38.68624535,163.7735316,,,
EM145,92,m,sca,eda,mg,hippocampus,2.549482759,6.040431034,12.65801724,13.43586207,21.10336207,52.11405172,77.04818966,30.23793103,0,174.8541379,35.1737069,139.680431,,,
EM146,92,m,sca,eda,mg,hippocampus,1.336982759,5.51137931,13.13137931,13.83991379,22.40017241,58.20637931,83.90543103,34.61887931,0,176.3206897,35.86094828,140.4597414,,,
EM65,58,f,wt,eda,mg,hippocampus,1.154917127,3.635948435,11.39167587,12.97230203,17.53539595,35.51720074,64.41458564,20.76154696,0,171.3778269,38.66106814,132.7167587,,,
EM66,58,f,wt,eda,mg,hippocampus,2.111307551,6.547403315,20.54379374,21.62497238,28.92825046,54.70276243,89.22556169,27.28699816,0,187.360442,33.12294659,154.2374954,,,
EM117,76,f,wt,eda,mg,hippocampus,1.692850467,5.542102804,20.38429907,22.57448598,32.32981308,67.1014486,104.1053738,35.09976636,0,196.3047196,25.22700935,171.0777103,,,
EM118,76,f,wt,eda,mg,hippocampus,1.593224299,5.29453271,16.75074766,18.09976636,25.71163551,54.88257009,82.3928972,29.19425234,0,162.1565421,22.70906542,139.4474766,,,
EM153,96,f,wt,eda,mg,hippocampus,0.589293362,4.541498929,13.33567452,14.6330621,24.46689507,58.42603854,94.61593148,31.14321199,0,213.1148608,43.87237687,169.2424839,,,
EM154,96,f,wt,eda,mg,hippocampus,0.822269807,3.656702355,8.829807281,10.37635974,17.14852248,41.33284797,65.76779443,23.81404711,0,156.0662099,42.92847966,113.1377302,,,
EM161,121,f,wt,eda,mg,hippocampus,5.394519231,11.06240385,26.09125,27.75692308,51.46423077,94.95423077,159.3473077,43.77951923,0,249.9976923,43.78317308,206.2145192,,,
EM162,121,f,wt,eda,mg,hippocampus,3.655384615,10.83519231,24.63586538,25.25788462,41.63615385,74.16903846,112.4445192,33.27826923,0,194.775,45.36605769,149.4089423,,,
EM165,122,f,wt,eda,mg,hippocampus,3.286827586,6.437517241,14.54234483,16.20365517,23.39744828,57.01082759,84.178,28.93137931,0,185.2137931,33.87,151.3437931,,,
EM166,122,f,wt,eda,mg,hippocampus,1.272413793,5.050965517,9.833931034,11.61572414,16.88151724,39.73137931,61.57965517,31.78510345,0,169.8188276,36.53103448,133.2877931,,,
EM89,64,m,sca,ctrl,mg,hippocampus,1.056666667,4.221282051,12.67247863,14.27675214,20.34128205,57.70025641,96.99358974,35.96376068,0,214.1418803,44.41,169.7318803,,,
EM90,64,m,sca,ctrl,mg,hippocampus,0,4.032564103,11.47923077,13.16136752,17.44786325,50.89119658,78.91316239,32.32512821,0.187008547,183.5662393,41.43068376,142.1355556,,,
EM113,75,m,sca,ctrl,mg,hippocampus,3.12761523,6.336913828,13.16513026,13.7355511,16.91823647,58.7195992,87.42356713,34.44729459,0,225.4488176,37.70685371,187.7419639,,,
EM114,75,m,sca,ctrl,mg,hippocampus,2.383246493,5.801683367,12.31094188,15.24721443,19.17507014,57.96360721,86.01330661,34.0391984,0,210.4492986,35.49851703,174.9507816,,,
EM129,86,m,wt,ctrl,mg,hippocampus,0.268012618,3.818044164,15.3792429,16.69059937,29.62315457,58.74984227,94.77425868,29.97230284,0,176.4011987,30.19205047,146.2091483,,,
EM130,86,m,wt,ctrl,mg,hippocampus,0.148706625,3.551104101,13.41589905,14.54649842,28.67829653,60.55129338,93.33892744,30.52189274,0,181.7574763,29.54908517,152.2083912,,,
EM137,88,m,sca,ctrl,mg,hippocampus,0.25129326,5.787832423,19.56641166,19.74258652,31.43599271,56.03693989,79.38557377,24.89020036,0,87.39650273,29.3207286,58.07577413,,1,
EM138,88,m,sca,ctrl,mg,hippocampus,0.480947177,6.75417122,23.24335155,25.72284153,35.70163934,66.2624408,86.49661202,28.5764663,0,164.2438616,32.49712204,131.7467395,,,
EM141,89,m,sca,ctrl,mg,hippocampus,0.128164666,2.529536878,7.043018868,7.957667238,12.61770154,36.03958834,54.72823328,22.18264151,0,138.0131046,31.79114923,106.2219554,,,
EM142,89,m,sca,ctrl,mg,hippocampus,0.850634648,2.188610635,6.931320755,8.207478559,13.4032247,38.89372213,57.97296741,23.55348199,0,141.0282676,30.55176672,110.4765009,,,
EM3,1,f,wt,ctrl,mg,cerebellum,1.808421053,4.410040486,23.01684211,22.64453441,35.70963563,79.30129555,97.34040486,41.48064777,0,499.3123887,122.6880972,376.6242915,,,
EM4,1,f,wt,ctrl,mg,cerebellum,1.84415668,6.672307692,25.32040486,25.6037247,34.04331984,74.13352227,100.3569231,37.23522267,0,543.7944939,135.2638866,408.5306073,,,
EM51,51,f,wt,ctrl,mg,cerebellum,0.221158301,4.172355212,13.93366795,16.50864865,20.99011583,72.94100386,86.51930502,46.21474903,0,237.1282625,36.66633205,200.4619305,,,
EM52,51,f,wt,ctrl,mg,cerebellum,2.042779923,5.521467181,13.67760618,17.00393822,20.34,65.47405405,79.6423166,39.75065637,0,271.2686486,44.49745174,226.7711969,,,
EM79,61,f,wt,ctrl,mg,cerebellum,0.758253275,4.175895197,28.8971179,30.24489083,44.40524017,80.14646288,101.9508297,39.01310044,0,247.4916157,40.05860262,207.4330131,,,
EM80,61,f,wt,ctrl,mg,cerebellum,1.116157205,7.27790393,33.27152838,35.28969432,48.33327511,85.02768559,108.2606114,41.52628821,0,246.7233188,38.32995633,208.3933624,,,
EM127,83,f,wt,ctrl,mg,cerebellum,0.185748031,4.758818898,28.88590551,32.19645669,53.5988189,100.6802362,125.6259843,52.65795276,0,262.9266142,36.38173228,226.5448819,,,
EM128,83,f,wt,ctrl,mg,cerebellum,1.60503937,4.613937008,21.60858268,24,35.30984252,69.70637795,85.4384252,37.06527559,0,209.3181102,37.85023622,171.467874,,,
EM151,95,f,wt,ctrl,mg,cerebellum,0,7.373830228,29.33730849,31.61151139,53.06062112,95.54227743,121.4761077,48.11875776,3.056480331,239.211677,40.18385093,199.0278261,,,
EM152,95,f,wt,ctrl,mg,cerebellum,0,7.503768116,27.41747412,29.11138716,45.27643892,87.14451346,109.1858385,46.95345756,2.514534161,290.7224017,55.09995859,235.6224431,,,
EM35,34,f,sca,ctrl,mg,cerebellum,4.566953528,9.508777969,26.85273666,28.88020654,31.78340792,77.04523236,90.41376936,40.63070568,0,290.7118072,43.87752151,246.8342857,,,
EM36,34,f,sca,ctrl,mg,cerebellum,3.984784854,8.98292599,24.62086059,24.87683305,28.38037866,64.74072289,80.84516351,33.36853701,0,252.0245095,46.10478485,205.9197246,,,
EM63,57,f,sca,ctrl,mg,cerebellum,0.429469835,6.130383912,33.50595978,35.47151737,50.08511883,88.40197441,109.0846801,41.90954296,0,225.9137112,31.9183181,193.9953931,,,
EM64,57,f,sca,ctrl,mg,cerebellum,0.979744059,5.89535649,30.49857404,32.23005484,49.05769653,87.56,109.1510055,41.42837294,0,232.1697258,31.54625229,200.6234735,,,
EM75,60,f,sca,ctrl,mg,cerebellum,1.299907407,3.693148148,24.71777778,27.42842593,42.4737037,77.15064815,96.93166667,38.21509259,0,225.6709259,37.54861111,188.1223148,,,
EM76,60,f,sca,ctrl,mg,cerebellum,0,4.521944444,26.79944444,28.65305556,46.16796296,78.88138889,99.91018519,37.68805556,0.860092593,268.8264815,46.46768519,222.3587963,,,
EM111,73,f,sca,ctrl,mg,cerebellum,1.982300885,5.138141593,19.80778761,22.24070796,27.93345133,69.01681416,89.38646018,38.56176991,0,172.7545133,30.09353982,142.6609735,,,
EM112,73,f,sca,ctrl,mg,cerebellum,2.559292035,5.935309735,15.84460177,17.55469027,22.25725664,54.39141593,72.04044248,29.81265487,0,209.920354,41.84814159,168.0722124,,,
EM123,77,f,sca,ctrl,mg,cerebellum,0,3.720503778,14.56171285,16.37672544,23.11012594,59.24302267,71.2640806,35.00634761,0.377329975,170.3881108,34.06246851,136.3256423,,,
EM124,77,f,sca,ctrl,mg,cerebellum,1.828413098,5.037984887,16.4186398,19.45823678,26.33934509,65.34347607,80.53007557,37.46962217,0,237.0292191,46.36967254,190.6595466,,,
EM47,43,f,sca,eda,mg,cerebellum,2.125565217,5.250173913,20.76678261,22.34121739,27.76921739,69.68391304,95.09121739,39.01808696,0,224.827913,41.85973913,182.9681739,,,
