id,treatment,genotype,sex,day,session,rot_latency,pre_post
7,eda,wt,m,1,1,122.2,pre
7,eda,wt,m,1,2,132.7,pre
7,eda,wt,m,1,3,194.8,pre
7,eda,wt,m,1,4,193,pre
7,eda,wt,m,2,1,131.1,pre
7,eda,wt,m,2,2,166.8,pre
7,eda,wt,m,2,3,181,pre
7,eda,wt,m,2,4,100.6,pre
7,eda,wt,m,3,1,146.8,pre
7,eda,wt,m,3,2,197.2,pre
7,eda,wt,m,3,3,218.5,pre
7,eda,wt,m,3,4,164.5,pre
9,ctrl,wt,m,1,1,57.1,pre
9,ctrl,wt,m,1,2,121.4,pre
9,ctrl,wt,m,1,3,105.1,pre
9,ctrl,wt,m,1,4,142.9,pre
9,ctrl,wt,m,2,1,48.6,pre
9,ctrl,wt,m,2,2,101.8,pre
9,ctrl,wt,m,2,3,157.1,pre
9,ctrl,wt,m,2,4,159.2,pre
9,ctrl,wt,m,3,1,190.5,pre
9,ctrl,wt,m,3,2,95.3,pre
9,ctrl,wt,m,3,3,173.8,pre
9,ctrl,wt,m,3,4,150,pre
11,ctrl,wt,f,1,1,80.7,pre
11,ctrl,wt,f,1,2,27.8,pre
11,ctrl,wt,f,1,3,65.6,pre
11,ctrl,wt,f,1,4,66.3,pre
11,ctrl,wt,f,2,1,98.7,pre
11,ctrl,wt,f,2,2,114.3,pre
11,ctrl,wt,f,2,3,127.9,pre
11,ctrl,wt,f,2,4,126.1,pre
11,ctrl,wt,f,3,1,123.9,pre
11,ctrl,wt,f,3,2,146,pre
11,ctrl,wt,f,3,3,147.8,pre
11,ctrl,wt,f,3,4,143.2,pre
12,eda,wt,f,1,1,90.6,pre
12,eda,wt,f,1,2,120.8,pre
12,eda,wt,f,1,3,132,pre
12,eda,wt,f,1,4,168.8,pre
12,eda,wt,f,2,1,118.9,pre
12,eda,wt,f,2,2,185,pre
12,eda,wt,f,2,3,208.6,pre
12,eda,wt,f,2,4,197.1,pre
12,eda,wt,f,3,1,120.6,pre
12,eda,wt,f,3,2,129.4,pre
12,eda,wt,f,3,3,214.9,pre
12,eda,wt,f,3,4,165.5,pre
13,eda,sca,m,1,1,133.8,pre
13,eda,sca,m,1,2,109.1,pre
13,eda,sca,m,1,3,167.3,pre
13,eda,sca,m,1,4,174.9,pre
13,eda,sca,m,2,1,175.9,pre
13,eda,sca,m,2,2,164.6,pre
13,eda,sca,m,2,3,155.5,pre
13,eda,sca,m,2,4,162.2,pre
13,eda,sca,m,3,1,160.7,pre
13,eda,sca,m,3,2,176.4,pre
13,eda,sca,m,3,3,132.4,pre
13,eda,sca,m,3,4,198.6,pre
14,eda,wt,m,1,1,29.9,pre
14,eda,wt,m,1,2,30.7,pre
14,eda,wt,m,1,3,41.1,pre
14,eda,wt,m,1,4,80.5,pre
14,eda,wt,m,2,1,96.3,pre
14,eda,wt,m,2,2,141.8,pre
14,eda,wt,m,2,3,109.6,pre
14,eda,wt,m,2,4,112.9,pre
14,eda,wt,m,3,1,125.9,pre
14,eda,wt,m,3,2,186.2,pre
14,eda,wt,m,3,3,204.3,pre
14,eda,wt,m,3,4,153,pre
15,ctrl,sca,f,1,1,46.6,pre
15,ctrl,sca,f,1,2,54.6,pre
15,ctrl,sca,f,1,3,52.4,pre
15,ctrl,sca,f,1,4,72.7,pre
15,ctrl,sca,f,2,1,50.1,pre
15,ctrl,sca,f,2,2,41.1,pre
15,ctrl,sca,f,2,3,47.9,pre
15,ctrl,sca,f,2,4,50.2,pre
15,ctrl,sca,f,3,1,84.8,pre
15,ctrl,sca,f,3,2,55,pre
15,ctrl,sca,f,3,3,57.6,pre
15,ctrl,sca,f,3,4,58.7,pre
16,ctrl,wt,f,1,1,43.4,pre
16,ctrl,wt,f,1,2,79.1,pre
16,ctrl,wt,f,1,3,73.5,pre
16,ctrl,wt,f,1,4,122.6,pre
16,ctrl,wt,f,2,1,135.4,pre
16,ctrl,wt,f,2,2,111.6,pre
16,ctrl,wt,f,2,3,138.1,pre
16,ctrl,wt,f,2,4,142.5,pre
16,ctrl,wt,f,3,1,149,pre
16,ctrl,wt,f,3,2,47.5,pre
16,ctrl,wt,f,3,3,192.9,pre
16,ctrl,wt,f,3,4,169.7,pre
18,ctrl,sca,m,1,1,93.9,pre
18,ctrl,sca,m,1,2,69,pre
18,ctrl,sca,m,1,3,82.3,pre
18,ctrl,sca,m,1,4,84.9,pre
18,ctrl,sca,m,2,1,68.9,pre
18,ctrl,sca,m,2,2,113.2,pre
18,ctrl,sca,m,2,3,139.4,pre
18,ctrl,sca,m,2,4,116.6,pre
18,ctrl,sca,m,3,1,106.3,pre
18,ctrl,sca,m,3,2,120.7,pre
18,ctrl,sca,m,3,3,95.8,pre
18,ctrl,sca,m,3,4,163.8,pre
19,eda,sca,f,1,1,123.4,pre
19,eda,sca,f,1,2,149.4,pre
19,eda,sca,f,1,3,161.9,pre
19,eda,sca,f,1,4,158.6,pre
19,eda,sca,f,2,1,99.7,pre
19,eda,sca,f,2,2,177.1,pre
19,eda,sca,f,2,3,49.7,pre
19,eda,sca,f,2,4,192,pre
19,eda,sca,f,3,1,192.7,pre
19,eda,sca,f,3,2,161,pre
19,eda,sca,f,3,3,193.2,pre
19,eda,sca,f,3,4,174.3,pre
20,ctrl,sca,f,1,1,110.8,pre
20,ctrl,sca,f,1,2,170.9,pre
20,ctrl,sca,f,1,3,166.9,pre
20,ctrl,sca,f,1,4,86.2,pre
20,ctrl,sca,f,2,1,137.7,pre
20,ctrl,sca,f,2,2,138.7,pre
20,ctrl,sca,f,2,3,46.3,pre
20,ctrl,sca,f,2,4,156,pre
20,ctrl,sca,f,3,1,157.6,pre
20,ctrl,sca,f,3,2,148.5,pre
20,ctrl,sca,f,3,3,122.2,pre
20,ctrl,sca,f,3,4,122.1,pre
21,eda,wt,f,1,1,115.1,pre
21,eda,wt,f,1,2,73.7,pre
21,eda,wt,f,1,3,78.2,pre
21,eda,wt,f,1,4,149.7,pre
21,eda,wt,f,2,1,90.6,pre
21,eda,wt,f,2,2,217.3,pre
21,eda,wt,f,2,3,193.5,pre
21,eda,wt,f,2,4,221.3,pre
21,eda,wt,f,3,1,288,pre
21,eda,wt,f,3,2,210.2,pre
21,eda,wt,f,3,3,299.2,pre
21,eda,wt,f,3,4,224.8,pre
23,ctrl,wt,m,1,1,86.4,pre
23,ctrl,wt,m,1,2,76.2,pre
23,ctrl,wt,m,1,3,139.8,pre
23,ctrl,wt,m,1,4,72,pre
23,ctrl,wt,m,2,1,160.3,pre
23,ctrl,wt,m,2,2,190.3,pre
23,ctrl,wt,m,2,3,154.9,pre
23,ctrl,wt,m,2,4,114.2,pre
23,ctrl,wt,m,3,1,193.9,pre
23,ctrl,wt,m,3,2,230.2,pre
23,ctrl,wt,m,3,3,233.2,pre
23,ctrl,wt,m,3,4,171.3,pre
24,ctrl,wt,m,1,1,91.8,pre
24,ctrl,wt,m,1,2,67.7,pre
24,ctrl,wt,m,1,3,105.5,pre
24,ctrl,wt,m,1,4,135.1,pre
24,ctrl,wt,m,2,1,128.7,pre
24,ctrl,wt,m,2,2,135.4,pre
24,ctrl,wt,m,2,3,167.6,pre
24,ctrl,wt,m,2,4,168.5,pre
24,ctrl,wt,m,3,1,136.2,pre
24,ctrl,wt,m,3,2,152.1,pre
24,ctrl,wt,m,3,3,82.5,pre
24,ctrl,wt,m,3,4,141.2,pre
25,eda,wt,m,1,1,27.8,pre
25,eda,wt,m,1,2,63.3,pre
25,eda,wt,m,1,3,67.1,pre
25,eda,wt,m,1,4,71.9,pre
25,eda,wt,m,2,1,81.3,pre
25,eda,wt,m,2,2,102.8,pre
25,eda,wt,m,2,3,115.3,pre
25,eda,wt,m,2,4,104.3,pre
25,eda,wt,m,3,1,103.5,pre
25,eda,wt,m,3,2,114.4,pre
25,eda,wt,m,3,3,127.9,pre
25,eda,wt,m,3,4,112.7,pre
26,eda,wt,m,1,1,15.2,pre
26,eda,wt,m,1,2,59,pre
26,eda,wt,m,1,3,35.3,pre
26,eda,wt,m,1,4,47.2,pre
26,eda,wt,m,2,1,120.7,pre
26,eda,wt,m,2,2,34.6,pre
26,eda,wt,m,2,3,118.4,pre
26,eda,wt,m,2,4,127.1,pre
26,eda,wt,m,3,1,182.1,pre
26,eda,wt,m,3,2,189.5,pre
26,eda,wt,m,3,3,144.4,pre
26,eda,wt,m,3,4,162.7,pre
28,ctrl,sca,f,1,1,115.7,pre
28,ctrl,sca,f,1,2,137,pre
28,ctrl,sca,f,1,3,112.8,pre
28,ctrl,sca,f,1,4,115.9,pre
28,ctrl,sca,f,2,1,53.7,pre
28,ctrl,sca,f,2,2,68.5,pre
28,ctrl,sca,f,2,3,130.2,pre
28,ctrl,sca,f,2,4,100.6,pre
28,ctrl,sca,f,3,1,81,pre
28,ctrl,sca,f,3,2,87.4,pre
28,ctrl,sca,f,3,3,123.8,pre
28,ctrl,sca,f,3,4,144.2,pre
29,ctrl,wt,f,1,1,126.5,pre
29,ctrl,wt,f,1,2,163.5,pre
29,ctrl,wt,f,1,3,129.4,pre
29,ctrl,wt,f,1,4,102.3,pre
29,ctrl,wt,f,2,1,151.3,pre
29,ctrl,wt,f,2,2,133.4,pre
29,ctrl,wt,f,2,3,106.9,pre
29,ctrl,wt,f,2,4,121.3,pre
29,ctrl,wt,f,3,1,128.8,pre
29,ctrl,wt,f,3,2,136.1,pre
29,ctrl,wt,f,3,3,141.5,pre
29,ctrl,wt,f,3,4,124.6,pre
30,eda,wt,f,1,1,195.4,pre
30,eda,wt,f,1,2,205.2,pre
30,eda,wt,f,1,3,147.5,pre
30,eda,wt,f,1,4,183.7,pre
30,eda,wt,f,2,1,157.7,pre
30,eda,wt,f,2,2,224.5,pre
30,eda,wt,f,2,3,258.1,pre
30,eda,wt,f,2,4,178.9,pre
30,eda,wt,f,3,1,177,pre
30,eda,wt,f,3,2,203.9,pre
30,eda,wt,f,3,3,223.3,pre
30,eda,wt,f,3,4,192.7,pre
31,eda,sca,f,1,1,125.7,pre
31,eda,sca,f,1,2,61.8,pre
31,eda,sca,f,1,3,146.8,pre
31,eda,sca,f,1,4,149.4,pre
31,eda,sca,f,2,1,112.2,pre
31,eda,sca,f,2,2,169.5,pre
31,eda,sca,f,2,3,158.4,pre
31,eda,sca,f,2,4,202,pre
31,eda,sca,f,3,1,143,pre
31,eda,sca,f,3,2,191,pre
31,eda,sca,f,3,3,257.2,pre
31,eda,sca,f,3,4,204,pre
32,eda,wt,f,1,1,93.4,pre
32,eda,wt,f,1,2,97,pre
32,eda,wt,f,1,3,85.1,pre
32,eda,wt,f,1,4,106.3,pre
32,eda,wt,f,2,1,105.7,pre
32,eda,wt,f,2,2,134.4,pre
32,eda,wt,f,2,3,137.7,pre
32,eda,wt,f,2,4,102.1,pre
32,eda,wt,f,3,1,103,pre
32,eda,wt,f,3,2,163.4,pre
32,eda,wt,f,3,3,146.6,pre
32,eda,wt,f,3,4,151.4,pre
33,eda,sca,f,1,1,83.1,pre
33,eda,sca,f,1,2,108.1,pre
33,eda,sca,f,1,3,91.4,pre
33,eda,sca,f,1,4,120.8,pre
33,eda,sca,f,2,1,106.3,pre
33,eda,sca,f,2,2,145.8,pre
33,eda,sca,f,2,3,90.1,pre
33,eda,sca,f,2,4,140.9,pre
33,eda,sca,f,3,1,129.6,pre
33,eda,sca,f,3,2,144.2,pre
33,eda,sca,f,3,3,132,pre
33,eda,sca,f,3,4,159.3,pre
36,eda,sca,m,1,1,110.2,pre
36,eda,sca,m,1,2,127.4,pre
36,eda,sca,m,1,3,107,pre
36,eda,sca,m,1,4,105.8,pre
36,eda,sca,m,2,1,98.2,pre
36,eda,sca,m,2,2,121.1,pre
36,eda,sca,m,2,3,65,pre
36,eda,sca,m,2,4,149,pre
36,eda,sca,m,3,1,105.1,pre
36,eda,sca,m,3,2,113,pre
36,eda,sca,m,3,3,133.7,pre
36,eda,sca,m,3,4,59.7,pre
37,ctrl,sca,m,1,1,41.6,pre
37,ctrl,sca,m,1,2,90,pre
37,ctrl,sca,m,1,3,165.5,pre
37,ctrl,sca,m,1,4,125.9,pre
37,ctrl,sca,m,2,1,118.7,pre
37,ctrl,sca,m,2,2,153.3,pre
37,ctrl,sca,m,2,3,140.7,pre
37,ctrl,sca,m,2,4,107.6,pre
37,ctrl,sca,m,3,1,77.8,pre
37,ctrl,sca,m,3,2,122.4,pre
37,ctrl,sca,m,3,3,132.5,pre
37,ctrl,sca,m,3,4,183.9,pre
38,ctrl,sca,m,1,1,127.6,pre
38,ctrl,sca,m,1,2,129.8,pre
38,ctrl,sca,m,1,3,174.7,pre
38,ctrl,sca,m,1,4,80.1,pre
38,ctrl,sca,m,2,1,97.2,pre
38,ctrl,sca,m,2,2,76.4,pre
38,ctrl,sca,m,2,3,53.1,pre
38,ctrl,sca,m,2,4,65.8,pre
38,ctrl,sca,m,3,1,95.2,pre
38,ctrl,sca,m,3,2,143.1,pre
38,ctrl,sca,m,3,3,145.7,pre
38,ctrl,sca,m,3,4,164.9,pre
39,ctrl,sca,m,1,1,148.5,pre
39,ctrl,sca,m,1,2,160.7,pre
39,ctrl,sca,m,1,3,210.2,pre
39,ctrl,sca,m,1,4,178.3,pre
39,ctrl,sca,m,2,1,116.6,pre
39,ctrl,sca,m,2,2,198.1,pre
39,ctrl,sca,m,2,3,173.4,pre
39,ctrl,sca,m,2,4,206,pre
39,ctrl,sca,m,3,1,111.5,pre
39,ctrl,sca,m,3,2,156.9,pre
39,ctrl,sca,m,3,3,185.9,pre
39,ctrl,sca,m,3,4,188.4,pre
40,eda,sca,m,1,1,94,pre
40,eda,sca,m,1,2,89.6,pre
40,eda,sca,m,1,3,97.9,pre
40,eda,sca,m,1,4,111,pre
40,eda,sca,m,2,1,85.4,pre
40,eda,sca,m,2,2,122.6,pre
40,eda,sca,m,2,3,116.9,pre
40,eda,sca,m,2,4,128.5,pre
40,eda,sca,m,3,1,99.9,pre
40,eda,sca,m,3,2,77.1,pre
40,eda,sca,m,3,3,126.2,pre
40,eda,sca,m,3,4,161.3,pre
41,ctrl,wt,m,1,1,128.6,pre
41,ctrl,wt,m,1,2,102.1,pre
41,ctrl,wt,m,1,3,107.2,pre
41,ctrl,wt,m,1,4,110.3,pre
41,ctrl,wt,m,2,1,155.4,pre
41,ctrl,wt,m,2,2,115.5,pre
41,ctrl,wt,m,2,3,161.9,pre
41,ctrl,wt,m,2,4,161.5,pre
41,ctrl,wt,m,3,1,139,pre
41,ctrl,wt,m,3,2,144.8,pre
41,ctrl,wt,m,3,3,143.5,pre
41,ctrl,wt,m,3,4,121.4,pre
44,eda,sca,f,1,1,27,pre
44,eda,sca,f,1,2,36,pre
44,eda,sca,f,1,3,103.2,pre
44,eda,sca,f,1,4,65.5,pre
44,eda,sca,f,2,1,121.6,pre
44,eda,sca,f,2,2,123.5,pre
44,eda,sca,f,2,3,140.5,pre
44,eda,sca,f,2,4,94.2,pre
44,eda,sca,f,3,1,120.8,pre
44,eda,sca,f,3,2,141.2,pre
44,eda,sca,f,3,3,104.2,pre
44,eda,sca,f,3,4,100.5,pre
45,ctrl,wt,m,1,1,99.5,pre
45,ctrl,wt,m,1,2,106.7,pre
45,ctrl,wt,m,1,3,133.3,pre
45,ctrl,wt,m,1,4,54.1,pre
45,ctrl,wt,m,2,1,86,pre
45,ctrl,wt,m,2,2,154.7,pre
45,ctrl,wt,m,2,3,202.3,pre
45,ctrl,wt,m,2,4,196.7,pre
45,ctrl,wt,m,3,1,164.8,pre
45,ctrl,wt,m,3,2,245.8,pre
45,ctrl,wt,m,3,3,214.7,pre
45,ctrl,wt,m,3,4,267.1,pre
46,eda,wt,m,1,1,79.2,pre
46,eda,wt,m,1,2,120.4,pre
46,eda,wt,m,1,3,88.1,pre
46,eda,wt,m,1,4,126.4,pre
46,eda,wt,m,2,1,96.3,pre
46,eda,wt,m,2,2,110.4,pre
46,eda,wt,m,2,3,127.9,pre
46,eda,wt,m,2,4,145.2,pre
46,eda,wt,m,3,1,112.7,pre
46,eda,wt,m,3,2,98.7,pre
46,eda,wt,m,3,3,138.6,pre
46,eda,wt,m,3,4,159.7,pre
47,ctrl,wt,m,1,1,75.5,pre
47,ctrl,wt,m,1,2,59.3,pre
47,ctrl,wt,m,1,3,124.1,pre
47,ctrl,wt,m,1,4,83.7,pre
47,ctrl,wt,m,2,1,120.1,pre
47,ctrl,wt,m,2,2,145.8,pre
47,ctrl,wt,m,2,3,197.6,pre
47,ctrl,wt,m,2,4,206.1,pre
47,ctrl,wt,m,3,1,174.6,pre
47,ctrl,wt,m,3,2,145.1,pre
47,ctrl,wt,m,3,3,187.3,pre
47,ctrl,wt,m,3,4,232.9,pre
50,ctrl,wt,f,1,1,60.8,pre
50,ctrl,wt,f,1,2,33.4,pre
50,ctrl,wt,f,1,3,63.2,pre
50,ctrl,wt,f,1,4,98.9,pre
50,ctrl,wt,f,2,1,126.8,pre
50,ctrl,wt,f,2,2,132.1,pre
50,ctrl,wt,f,2,3,123.7,pre
50,ctrl,wt,f,2,4,116.9,pre
50,ctrl,wt,f,3,1,130.6,pre
50,ctrl,wt,f,3,2,113.2,pre
50,ctrl,wt,f,3,3,135.4,pre
50,ctrl,wt,f,3,4,143.6,pre
52,ctrl,sca,f,1,1,115.6,pre
52,ctrl,sca,f,1,2,161.3,pre
52,ctrl,sca,f,1,3,129.9,pre
52,ctrl,sca,f,1,4,126.9,pre
52,ctrl,sca,f,2,1,40.4,pre
52,ctrl,sca,f,2,2,172.4,pre
52,ctrl,sca,f,2,3,165,pre
52,ctrl,sca,f,2,4,69.4,pre
52,ctrl,sca,f,3,1,104.9,pre
52,ctrl,sca,f,3,2,136.7,pre
52,ctrl,sca,f,3,3,168.1,pre
52,ctrl,sca,f,3,4,153.7,pre
53,eda,sca,m,1,1,89.6,pre
53,eda,sca,m,1,2,77.6,pre
53,eda,sca,m,1,3,108.1,pre
53,eda,sca,m,1,4,102.7,pre
53,eda,sca,m,2,1,108.3,pre
53,eda,sca,m,2,2,134.3,pre
53,eda,sca,m,2,3,119.6,pre
53,eda,sca,m,2,4,81.3,pre
53,eda,sca,m,3,1,109,pre
53,eda,sca,m,3,2,62.7,pre
53,eda,sca,m,3,3,169.3,pre
53,eda,sca,m,3,4,83,pre
54,eda,wt,m,1,1,107.2,pre
54,eda,wt,m,1,2,123.9,pre
54,eda,wt,m,1,3,145.6,pre
54,eda,wt,m,1,4,158.8,pre
54,eda,wt,m,2,1,197.9,pre
54,eda,wt,m,2,2,166.1,pre
54,eda,wt,m,2,3,200.6,pre
54,eda,wt,m,2,4,185.9,pre
54,eda,wt,m,3,1,179.8,pre
54,eda,wt,m,3,2,186.4,pre
54,eda,wt,m,3,3,203.8,pre
54,eda,wt,m,3,4,180.8,pre
65,ctrl,sca,f,1,1,97.2,pre
65,ctrl,sca,f,1,2,145.6,pre
65,ctrl,sca,f,1,3,131.9,pre
65,ctrl,sca,f,1,4,84.3,pre
65,ctrl,sca,f,2,1,107.4,pre
65,ctrl,sca,f,2,2,157.5,pre
65,ctrl,sca,f,2,3,158.9,pre
65,ctrl,sca,f,2,4,158.3,pre
65,ctrl,sca,f,3,1,193.6,pre
65,ctrl,sca,f,3,2,214.9,pre
65,ctrl,sca,f,3,3,173.1,pre
65,ctrl,sca,f,3,4,184.4,pre
67,ctrl,sca,f,1,1,138.8,pre
67,ctrl,sca,f,1,2,127.5,pre
67,ctrl,sca,f,1,3,110.7,pre
67,ctrl,sca,f,1,4,105.1,pre
67,ctrl,sca,f,2,1,98.9,pre
67,ctrl,sca,f,2,2,83.2,pre
67,ctrl,sca,f,2,3,146.8,pre
67,ctrl,sca,f,2,4,44.7,pre
67,ctrl,sca,f,3,1,136.2,pre
67,ctrl,sca,f,3,2,110.4,pre
67,ctrl,sca,f,3,3,171.2,pre
67,ctrl,sca,f,3,4,111.9,pre
68,eda,sca,f,1,1,71.3,pre
68,eda,sca,f,1,2,89.7,pre
68,eda,sca,f,1,3,88.4,pre
68,eda,sca,f,1,4,57.8,pre
68,eda,sca,f,2,1,74.8,pre
68,eda,sca,f,2,2,42.8,pre
68,eda,sca,f,2,3,92.9,pre
68,eda,sca,f,2,4,85.8,pre
68,eda,sca,f,3,1,46.8,pre
68,eda,sca,f,3,2,112.1,pre
68,eda,sca,f,3,3,69.1,pre
68,eda,sca,f,3,4,123.3,pre
72,eda,sca,f,1,1,59.3,pre
72,eda,sca,f,1,2,57.7,pre
72,eda,sca,f,1,3,124.8,pre
72,eda,sca,f,1,4,130.5,pre
72,eda,sca,f,2,1,160.3,pre
72,eda,sca,f,2,2,160.6,pre
72,eda,sca,f,2,3,162.7,pre
72,eda,sca,f,2,4,177.9,pre
72,eda,sca,f,3,1,199.6,pre
72,eda,sca,f,3,2,183.7,pre
72,eda,sca,f,3,3,151.8,pre
72,eda,sca,f,3,4,182.4,pre
74,eda,wt,m,1,1,84.4,pre
74,eda,wt,m,1,2,55.3,pre
74,eda,wt,m,1,3,97.5,pre
74,eda,wt,m,1,4,107.3,pre
74,eda,wt,m,2,1,98.6,pre
74,eda,wt,m,2,2,107.2,pre
74,eda,wt,m,2,3,62.4,pre
74,eda,wt,m,2,4,109.4,pre
74,eda,wt,m,3,1,11.7,pre
74,eda,wt,m,3,2,107.6,pre
74,eda,wt,m,3,3,162.2,pre
74,eda,wt,m,3,4,130.2,pre
78,eda,sca,f,1,1,105.1,pre
