id;genotype;age_cohort;born;experiment_start;age_in_start_(weeks);first_weight_(mg);pre_death_weight_(mg);epm_falls;epm_distance;epm_close1_dur;epm_close1_fre;epm_close1_to1;epm_close2_dur;epm_close2_fre;epm_close2_to1;epm_open1_dur;epm_open1_fre;epm_open1_to1;epm_open2_dur;epm_open2_fre;epm_open2_to1;of.distance;of.corner;of.center.dist;of.on.edges_narrow;of.distance_on_edges_narrow;olm_testing1;olm_stable1;olm_testing2;olm_stable2;olm_testing3;olm_stable3;olm_testing4;olm_stable4;startle_max;startle_lat_max;pre_max;pre_lat_max;digi_12_hind_Stance_Stride;digi_12_hind_Stride_Length;digi_12_hind_abs(Paw_Angle);digi_12_hind_Stance_Width;digi_12_hind_Stride_length_CV;digi_12_hind_Stance_Width_CV;digi_12_fore_Stance_Stride;digi_12_fore_Stride_Length;digi_12_fore_Stride_Length_CV;digi_18_hind_Stance_Stride;digi_18_hind_Stride_Length;digi_18_hind_abs(Paw_Angle);digi_18_hind_Stance_Width;digi_18_hind_Stride_length_CV;digi_18_hind_Stance_Width_CV;digi_18_fore_Stance_Stride;digi_18_fore_Stride_Length;digi_18_fore_Stride_Length_CV;rotarod1_1;rotarod1_2;rotarod1_3;rotarod1_4;rotarod1_5;rotarod2_1;rotarod2_2;rotarod2_3;rotarod2_4;rotarod2_5;rotarod3_1;rotarod3_2;rotarod3_3;rotarod3_4;rotarod3_5;rotarod4_1;rotarod4_2;rotarod4_3;rotarod4_4;rotarod4_5;rotarod5_1;rotarod5_2;rotarod5_3;rotarod5_4;rotarod5_5;mwm_probe_trial;mwm_lat_2_7;mwm_lat_8_9;mwm_non_mowing_1_7;t_maze1;t_maze2;t_maze3;t_maze4;t_maze5;t_maze6;t_maze7;t_maze8;t_maze9;t_maze10;t_maze11;fst5_freqency_immobile;fst5_first;fst_immobility1;fst_immobility2;fst_immobility3;fst_immobility4;fst_immobility5;fst_immobility6;brain_weight;cb_mol;cb_granular;DG_ML_volume;ca_srlm;hypoglossal_nuclues_volume(mm3);parietal_cortex_thickness(mm);ca_oriens_pyramidale(mm3);dg_hilus(mm3);dg_granular(mm3)
345;w;sca1_w17;16.10.2017;19.02.2018;18;29.2;28.1;0;1764.3;101.04;10;17.92;51.76;8;35.84;43.28;3;130.08;10;1;175.52;5466.220171;0.56431904;26.70171884;0.830926461;0.69689342;35;25;40;35;16;28;16;58;14.76;75.19;5.03;135.54;76.825;4.175;14.8875;2.1;23.83;9.6875;67.6375;4.1625;25.62375;76.41666667;5.566666667;15.8;2.333333333;18.44833333;9.036666667;64.56666667;5.416666667;25.87;86;94;59;121;141;117;147;157;96;169;152;183;195;163;168;186;140;138;180;185;176;150;175;150;168;0.071713147;49.37;22.41;38.86028211;30;20;10;0;10;0;0;70;70;80;60;12;68.24;0.32;9.44;11.12;33.44;39.44;35.44;389;2.7072;2.4896;3.302844444;5.502577778;;;;;
346;tg+;sca1_w17;16.10.2017;19.02.2018;18;23.2;22.8;0;907.023;166;7;16.56;43.84;2;266.64;0;0;0;14;1;312.32;1260.38581;0.76538547;31.88885154;0.974894468;0.903056442;8;6;7;1;1;3;1;1;9.93;108.94;5.1;160.79;;;;;;;;;;;;;;;;;;;67;67;71;83;78;69;99;88;88;132;79;85;90;90;70;89;84;77;56;94;69;89;87;64;68;0.001992032;57.645;57.12;69.14990617;70;80;50;40;80;40;50;20;40;30;30;5;5.36;9.28;11.36;0;0;0;0;357;2.6496;2.984145455;2.690947368;4.960421053;;;;;
347;w;sca1_w17;16.10.2017;19.02.2018;18;29.3;28.6;0;1965.07;82.32;10;17.76;67.12;10;69.76;5.6;1;42.08;46.24;5;2.64;4852.287727;0.592551293;27.44837574;0.907225691;0.840254355;47;30;19;16;27;20;21;21;18.01;98.23;5.37;150.29;75.55;4.25;18.525;2.15;15.585;10.385;67.35;4.075;23.0775;73.05;5.283333333;17.95;2.1;12.20333333;8.6;63.18333333;5.083333333;28.63333333;128;64;122;90;147;91;149;137;186;187;207;198;213;197;237;145;198;146;142;200;194;225;231;226;281;0.113545817;38.515;24.075;11.34050147;50;40;30;10;0;0;0;100;80;20;10;12;14.16;25.36;25.28;28.24;35.52;3.76;0;385;3.0176;2.600533333;3.126315789;5.273684211;;;;;
337;w;sca1_w17;18.10.2017;19.02.2018;17.7;28.5;28.4;0;2103.69;83.76;13;4.48;73.92;9;32.56;27.36;2;128.8;29.68;3;188.56;7598.868097;0.464785603;25.72878072;0.815596534;0.747145368;39;49;33;47;33;21;25;27;13.51;83.65;6.52;100.33;79.33333333;4.133333333;18.01666667;2.566666667;22.70333333;13.98666667;68.3;4.25;30.39;73.08333333;5.333333333;18.03333333;2.433333333;9.625;6.56;65.71666667;5.35;24.06333333;184;264;142;250;217;138;260;210;225;235;186;168;240;170;227;173;207;276;189;143;241;287;274;187;206;0.131474104;40.75;41.895;21.40992528;30;40;30;0;0;0;0;90;30;10;0;12;5.52;47.44;39.6;48.4;47.52;54.32;50.16;418;;;;;;;;;
338;w;sca1_w17;18.10.2017;19.02.2018;17.7;26.7;26.6;0;1808.88;47.28;5;25.44;101.12;10;16.56;18.08;2;222.16;27.28;4;122.4;5947.00837;0.621964803;27.63185343;0.901759857;0.793997269;28;27;6;2;13;11;0;0;13.22;101.42;4.61;165.63;75.41666667;4.1;17.31666667;2.333333333;17.45833333;14.26333333;63.08333333;3.733333333;30.80666667;74.175;5.225;17.525;2.25;9.395;10.495;62.175;5.175;22.1975;190;199;199;22;280;101;250;76;290;333;339;348;433;186;375;326;206;258;333;430;336;369;351;439;344;0.227091633;37.18833333;40.83;8.09925606;10;30;10;10;0;0;0;90;30;20;0;8;10.08;10.96;13.84;15.12;0.96;2.08;0;398;2.945422222;2.452266667;3.2896;5.3952;;;;;
339;w;sca1_w17;18.10.2017;19.02.2018;17.7;27.1;26.7;0;1719.16;57.2;7;117.92;81.28;13;1.28;15.28;1;165.68;19.2;1;96.4;5907.88419;0.483003777;26.11578491;0.714063541;0.656007162;27;53;29;18;31;20;29;10;16.25;102.79;5.84;121.21;79.5625;4.075;14.325;2.35;20.305;10.68;70.7625;4;27.09625;73.21666667;5.416666667;13.95;2.566666667;15.94;8.083333333;65.3;5.216666667;35.12833333;99;198;179;181;95;144;188;166;135;185;224;214;206;242;237;216;223;212;237;217;244;305;176;246;90;0.185258964;34.74333333;15.645;6.918243235;50;20;0;10;0;0;0;80;30;0;0;10;28.56;16.72;33.2;38.4;46.8;29.76;58.72;403;2.43984;2.25888;3.174552381;4.837714286;;;;;
331;tg+;sca1_w17;18.10.2017;19.02.2018;17.7;21.7;21.9;0;516.529;129.12;2;230.32;0;0;0;0;0;0;0;0;0;1663.684951;0.636303044;27.37228665;0.934014663;0.939013079;5;2;9;19;4;2;0;4;11.45;100.19;5.59;147.88;80.25;4.2;16.45;2.3;17.385;8.28;62.85;4.15;42.92;76.9;5.88;12.18;2.12;21.605;6.298;65.31;5.47;20.92;98;130;96;108;100;81;89;99;73;55;121;137;121;93;24;86;118;107;93;172;138;89;125;71;160;0.001992032;55.02999996;49.695;51.22734466;0;0;0;0;0;0;0;100;100;90;80;8;0.08;50.08;40.88;42.56;20.32;50.88;25.92;356;2.208888889;2.283555556;2.537066667;4.644977778;;;;;
332;w;sca1_w17;18.10.2017;19.02.2018;17.7;26.14;26;0;2169.27;56.08;8;37.76;69.68;6;22.64;29.68;4;14.88;15.76;2;4.88;7936.065894;0.579228883;26.71132645;0.875417874;0.772906281;31;27;16;32;;;22;22;32.71;117;12.95;114.04;76.5875;3.725;15.5875;2.125;24.10375;8.1525;62.9625;4.075;33.58875;77.7;4.716666667;10.75;2.2;22.93333333;12.68;66.65;5.05;35.16;100;140;135;182;230;228;153;208;260;247;206;223;219;239;274;218;236;187;251;191;224;235;255;287;223;0.195219124;45.45;6.3;2.308097509;50;20;0;0;0;0;0;100;30;0;0;16;27.28;16.56;18.64;20.48;28.08;53.68;40;381;2.905454545;2.420072727;3.1086;5.3557;;;;;
387;tg+;sca1_w06;19.01.2018;05.03.2018;6.4;17.9;19.27;0;2033.49;64.64;10;9.92;102.16;14;5.28;7.12;1;59.04;11.44;2;41.92;4806.924377;0.514330149;26.73763554;0.880471006;0.817548734;44;41;41;19;31;31;32;27;23.06;79.1;11.8;84.96;75.45;3.35;21.06666667;2.133333333;13.34833333;17.86333333;68.03333333;3;30.405;72.11666667;4.416666667;19.63333333;2.1;13.31166667;8.286666667;68.13333333;4.316666667;33.045;137;73;164;95;184;136;144;257;172;130;131;130;187;146;160;141;109;218;172;163;136;94;211;110;95;0;54.41999996;34.60499975;62.61195144;100;80;50;0;10;0;0;70;90;90;90;14;0.08;26.16;60;22.24;17.52;14.48;24;364;;;;;;;;;
388;tg+;sca1_w06;19.01.2018;05.03.2018;6.4;18.2;20.5;0;2381.61;53.84;10;23.44;68.8;13;19.28;31.76;7;4.16;12.24;2;11.6;6869.935667;0.598216276;28.06337931;0.877591973;0.764088825;22;31;32;25;27;22;12;24;16.83;72.63;7.29;78.46;82.3;4.1;20.2;2.3;16.315;7.97;65.25;4.2;24.64;75.85;4.633333333;20.16666667;2;8.273333333;16.08333333;67.51666667;4.45;31.74833333;66;49;229;179;178;284;299;346;318;219;275;268;365;317;236;302;319;329;282;280;245;382;195;191;199;0.572;38.62;41.27999975;12.14423681;70;40;60;40;20;30;10;20;0;0;0;12;80.72;0;10.24;20;0.8;9.76;29.04;388;4.17;3.86;2.86275;4.5825;;;;;
389;tg+;sca1_w06;19.01.2018;05.03.2018;6.4;21.6;22.54;0;1252.17;104.88;7;7.28;108.8;8;14.08;5.92;1;259.04;0;0;0;4091.68346;0.611641857;27.32638124;0.788713619;0.74178399;31;23;2;3;18;19;10;2;20.56;74.35;12.07;77.08;74.55;4.133333333;23.16666667;2.266666667;12.08;10.24333333;74.25;4.116666667;12.685;72.46666667;4.433333333;13.7;2.033333333;17.81833333;21.58333333;65.53333333;4.283333333;28.90333333;116;133;145;137;156;126;120;138;105;91;79;94;112;99;67;189;97;102;99;77;95;78;76;72;75;0.15;52.99;43.37999975;60.7126628;10;0;0;10;30;0;10;100;100;100;100;9;0.08;37.52;49.52;56.88;35.2;1.12;26.88;376;2.823111111;2.417777778;2.513223529;4.532894118;;;;;
390;w;sca1_w06;19.01.2018;05.03.2018;6.4;25.5;26.15;0;2138.37;52.24;10;8.96;81.92;11;5.76;24;3;94.4;30.72;4;63.36;4628.754023;0.610048911;28.20669798;0.787016452;0.697498235;52;29;39;21;33;32;17;25;20.75;91.88;10.6;99.25;79.5;4.25;21.61666667;2.266666667;13.54333333;5.063333333;73.3;3.833333333;25.13833333;71.56666667;4.916666667;20.58333333;2.3;11.45666667;12.37666667;69.68333333;4.883333333;12.76666667;145;146;113;83;99;71;140;70;101;137;76;72;106;145;112;85;89;140;67;82;91;132;137;115;47;0;57.7;59.475;75.56738369;60;20;30;10;10;0;10;70;80;20;0;11;11.84;16.72;55.92;33.12;49.76;0.88;0;368;2.857018182;2.468945455;;;;;;;
396;tg+;sca1_w06;22.01.2018;05.03.2018;6;14.84;18.84;0;1084.91;125.6;5;1.12;31.04;2;217.84;0;0;0;2.48;2;80.08;1951.557737;0.779359431;31.2460732;0.961076512;0.864332285;15;9;0;1;9;1;0;1;9.82;79.15;5.47;94.08;74.35;3.55;27.8;2.35;18.56;6.51;73.6;3.65;23.31;68;4.116666667;20.96666667;1.966666667;12.70333333;40.65333333;65.3;4.133333333;14.25166667;101;186;135;132;152;102;60;204;193;237;76;164;150;147;112;103;182;198;143;121;231;65;155;189;179;0;45.07999996;40.02;48.53242447;80;80;30;20;0;10;0;40;20;0;10;13;11.28;2.64;3.6;23.6;21.84;47.2;32.88;391;;;;;;;;;
397;tg+;sca1_w06;22.01.2018;05.03.2018;6;18.57;17.54;0;1106.75;144.64;4;4;39.6;4;16.8;0;0;0;12.88;2;99.04;4482.961776;0.61497445;28.62722171;0.895356587;0.862887601;39;40;4;2;9;16;14;11;19.4;90.81;12.07;88.54;80.7;4.2;23.55;2.1;5.43;6.23;71.95;4.35;26.02;70.925;5.1;19.45;2.05;9.575;10.235;66.8;5.15;20.2075;131;85;125;130;133;74;140;108;103;139;96;123;151;104;81;87;80;106;150;122;136;134;44;106;167;0.328;56.195;41.95499975;55.25528969;50;60;30;10;0;0;0;60;100;60;50;8;37.12;8.56;44.4;27.76;46.96;7.76;56.8;371;2.9312;2.56;2.500235294;4.6368;;;;;
398;tg+;sca1_w06;22.01.2018;05.03.2018;6;18.5;19.18;0;1668.6;85.44;10;1.04;139.76;8;18.24;0;0;0;0;0;0;5560.234467;0.647623298;28.54470667;0.918544968;0.846813694;30;23;6;6;20;7;5;6;15.27;74.27;9.89;81.58;76.35;3.6;14.65;2.233333333;17.94166667;33.42333333;72.25;3.533333333;19.77;70.2;4.725;15.05;2.25;10.6975;5.615;68.875;4.675;16.895;86;70;208;161;129;150;93;104;88;115;162;106;204;169;195;156;204;192;203;213;207;228;241;206;172;0.186;51.90499996;54.54;51.55879855;70;70;50;40;0;20;0;90;90;90;90;11;7.12;25.04;21.92;34.64;11.92;50.72;11.52;380;;;;;;;;;
399;tg+;sca1_w06;22.01.2018;05.03.2018;6;17.04;19.11;0;1537.01;28.56;6;93.68;128.96;6;14.48;7.6;1;155.52;23.36;3;141.36;3544.733474;0.57053988;27.21085968;0.880915352;0.793303731;29;20;2;6;8;11;4;8;6.36;103.79;3.17;177.92;74.35;4.2;21.85;2.2;14.86;10.19;71.75;4;20.575;68.63333333;4.75;20.63333333;2.333333333;11.64833333;8.796666667;69.21666667;4.716666667;20.49666667;94;86;84;87;85;89;83;91;102;97;94;92;184;101;142;144;93;136;162;149;139;112;115;105;168;0.09;54.57;51.01499988;62.31866394;80;70;50;10;0;0;0;80;30;0;0;14;3.6;26.16;43.36;49.52;51.84;10.8;0;356;;;;;;;;;
382;w;sca1_w10;02.01.2018;19.03.2018;10.9;24.8;26.22;0;2322.77;42.72;9;20.32;85.44;12;7.28;37.04;7;0;23.12;7;60.16;5395.256897;0.492081196;25.06835294;0.751059558;0.578065582;10;13;5;5;10;8;5;3;19.92;94;12.32;125.67;77.8;4.7;18.65;2.2;6.77;42.12;67.75;4.6;22.19;74.45;5.2;17.425;2.2;11.25;20.52;64.725;5.175;35.265;102;143;160;132;189;82;129;95;101;169;128;125;92;67;157;88;83;120;213;146;98;125;106;117;245;0.25748503;41.215;17.66999975;2.157810051;70;10;20;10;0;0;0;100;90;20;10;13;124.4;0;0;23.36;22.96;21.04;31.12;374;2.35616;2.03056;3.0208;4.8;;;;;
383;tg+;sca1_w10;02.01.2018;19.03.2018;10.9;20.8;20.4;0;1513.95;72;9;9.52;158.64;11;0.16;0;0;0;0;0;0;4445.585847;0.493890247;26.46812469;0.834481226;0.827698267;39;39;0;0;9;8;0;0;20.73;77.92;11.71;85.13;82.575;4.05;15.45;1.65;20.1325;64.68;65.775;3.75;35.335;80.78333333;4.983333333;18.48333333;1.866666667;6.993333333;13.63;72.93333333;5.116666667;18.355;141;63;128;143;155;88;124;222;143;109;149;116;153;121;151;186;115;167;171;45;173;157;119;125;130;0.107784431;49.59;37.21499975;55.70127735;40;60;40;20;10;0;0;90;90;60;60;7;0.64;34.56;40.4;60;58;24.24;15.44;352;2.877090909;2.595636364;2.386189474;4.590821053;;;;;
384;tg+;sca1_w10;03.01.2018;19.03.2018;10.7;25.5;24.87;0;866.177;19.6;3;19.36;53.36;5;26.48;10.64;1;5.92;0;0;0;1637.444382;0.629266116;22.43834808;0.858130716;0.781949491;6;4;0;0;2;4;0;0;17.51;88.67;12.63;90.29;78;4.375;24.4;2;10.1025;24.1;71.5;4.225;21.35;72.85;4.533333333;18;2.233333333;21.52833333;13.48;71.81666667;4.516666667;24.34166667;92;80;70;64;91;92;87;71;112;123;141;167;156;148;102;87;152;136;106;98;143;135;196;179;160;0.023952096;59.95499996;42.06;71.85603831;70;30;10;10;10;0;0;20;10;0;0;4;0.48;44.88;48.32;49.6;60;60;60;378;2.677672727;2.576290909;2.7392;5.1456;;;;;
385;w;sca1_w10;03.01.2018;19.03.2018;10.7;27;27.92;0;2120.76;65.44;11;0;118.08;14;15.92;9.6;1;141.12;0;0;0;6520.599655;0.617862697;28.37174162;0.885358809;0.783009929;47;35;24;17;41;17;16;10;13.72;101.1;6.97;119.67;78;4.65;10;2.2;13.405;20.87;67.6;4.1;35.025;73;5.475;16.6;2.4;9.2825;8.35;69.225;5.475;14.5525;128;182;117;120;143;223;210;204;169;223;224;222;153;232;260;226;230;251;206;275;283;345;234;276;251;0.099800399;43.64499996;25.33499975;46.13687054;30;20;0;0;0;0;0;80;40;10;0;14;10.08;12.16;0;4.8;11.68;18.16;22.8;394;2.769866667;2.324933333;3.107368421;5.286315789;;;;;
386;tg+;sca1_w10;11.01.2018;19.03.2018;9.6;22.4;22.76;0;1475.34;78.08;5;15.28;116.08;7;87.2;11.36;1;191.2;31.84;2;163.52;5368.052515;0.58580674;27.06092866;0.914528007;0.822145663;21;46;7;24;16;25;8;10;19.54;84.6;11.83;78.96;;;;;;;;;;;;;;;;;;;27;22;32;91;76;136;117;127;119;127;184;170;136;123;62;122;91;166;186;123;111;139;62;156;136;0.20758483;57.28999992;50.56499963;57.17506054;80;70;100;100;60;90;90;10;0;0;0;11;8;14.64;34.4;37.68;38.32;60;25.92;357;3.0656;2.8032;2.742821053;4.720505263;;;;;
414;tg+;sca1_w10;23.03.2018;04.06.2018;10.4;23.7;26.7;0;1345.13;77.76;9;4.4;101.76;5;65.84;1.36;2;100.64;0;0;0;2741.931115;0.794712286;30.641002;0.975783159;0.942450615;24;12;3;2;16;13;0;0;12.89;71.73;7.27;75.71;74.05;4.55;21.25;2.3;31.805;14.32;68.5;4.1;19.535;81.5;5.15;19.85;2.3;17.275;10.6;63.9;5.65;23.965;149;100;114;120;81;167;160;122;97;67;141;118;134;154;101;56;73;78;166;77;187;107;117;113;171;0.055888224;56.91499983;55.305;60.75504973;40;20;30;10;60;40;20;60;40;0;0;9;10.72;18.4;24.64;0;0;16.72;34.08;406;2.0592;1.818666667;2.9072;5.31512;;;;;
415;tg+;sca1_w10;23.03.2018;04.06.2018;10.4;24.2;22.9;0;1577.04;107.76;7;7.52;134.8;5;0;9.28;1;166.48;28.4;3;79.6;1774.579203;0.641408513;24.50507092;0.644528638;0.711670357;39;38;42;6;16;17;9;1;6.06;82.31;4.23;102.08;78.4;3.775;15.325;2.4;11.6325;9.89;70.5;3.775;14.135;72.98333333;5.3;14.48333333;2.533333333;17.05833333;9.906666667;69.43333333;5.316666667;14.17333333;141;117;95;142;74;59;119;136;166;138;148;211;240;179;118;112;143;196;170;125;154;151;105;181;166;0.095808383;54.51499992;42.405;57.65933943;80;50;90;90;30;40;20;70;60;20;10;11;25.12;10.32;0;3.28;9.76;15.2;42.96;387;3.2256;2.784;3.113431579;4.926315789;;;;;
416;w;sca1_w10;23.03.2018;04.06.2018;10.4;26.9;25.86;0;2616.07;67.36;11;28.8;53.52;11;35.76;48.32;7;0;54.48;6;7.2;6356.403877;0.464707192;27.09857622;0.788243153;0.712701377;44;62;32;30;21;28;11;18;23.37;84.92;10.02;113.08;76.7;4.1;19.05;2;27.58;26.85;70.3;3.95;32.53;69.35;5.9;19.2;1.7;8.25;38.25;63.2;6.05;18.01;34;36;77;96;80;59;68;152;101;120;41;60;79;51;75;113;53;60;145;107;115;54;91;106;114;0.243512974;35.98499988;23.74499988;39.21452151;30;20;0;0;0;10;0;90;60;10;0;10;10.64;3.2;0;0;20.8;33.04;39.36;435;3.220061538;2.705353846;3.197082353;5.650070588;;;;;
417;w;sca1_w10;23.03.2018;04.06.2018;10.4;25.1;24.75;0;1895.64;70.16;9;24.72;29.36;5;10.24;12.24;1;103.92;20.96;3;41.44;2308.815399;0.84181293;28.39967083;0.970006665;0.848237086;31;30;9;3;6;3;8;6;21.48;73.54;9.63;84.71;80.45;4.725;13;2.1;18.9775;28.765;72.625;4.25;35.9225;73.9;5.466666667;19.35;2.033333333;7.541666667;26.34333333;67.7;5.316666667;22.92833333;24;68;90;68;109;162;152;212;182;118;184;201;192;165;204;196;184;235;228;197;225;265;243;238;246;0.24750499;44.60999996;25.515;57.39474404;90;20;10;10;0;0;0;80;20;0;0;21;11.68;5.52;13.04;30.8;12.64;4.56;15.12;443;;;;;;;;;
418;tg+;sca1_w10;23.03.2018;04.06.2018;10.4;22.9;22.54;0;965.338;65.36;12;103.36;91.12;4;201.36;0;0;0;0;0;0;3763.202183;0.533837934;27.83189042;0.845280499;0.78470706;32;32;12;17;7;10;11;4;13.57;85.73;7.5;137.63;;;;;;;;;;;;;;;;;;;96;113;136;149;130;157;114;170;244;157;88;188;124;83;117;153;208;234;217;174;170;130;208;229;245;0.189620758;54.875;28.25999963;48.6060793;80;60;20;0;0;0;0;100;100;100;100;12;0.08;38.56;19.84;35.04;47.76;33.76;55.6;391;2.9504;2.6496;2.8736;5.1648;;;;;
420;tg+;sca1_w10;23.03.2018;04.06.2018;10.4;21.9;22.38;0;1257.05;118.96;7;16.64;92.96;11;27.36;0;0;0;12.4;2;343.68;2532.548725;0.603033006;26.14379802;0.917484389;0.839130212;39;29;7;34;12;23;1;0;12.36;80.46;7.83;83.88;73.7;4.45;15.05;2.3;23.43;6.75;66.55;3.6;26.335;72.2;5.425;20.65;2.2;10.0375;7.43;66.35;5.2;17.0075;135;120;102;121;87;92;118;117;170;146;46;183;183;136;109;135;157;87;98;70;75;61;58;73;54;0.18762475;54.46499996;29.60999988;58.1439833;70;20;20;0;0;0;10;100;100;100;100;6;0.96;6.56;0;42.72;39.76;60;27.04;350;2.5088;2.4064;2.801178947;4.973389474;;;;;
448;tg+;sca1_w06;02.05.2018;15.06.2018;6.3;20.8;20.88;0;2262.31;126;12;0;65.92;11;8.32;4.8;1;309.6;18.96;2;259.2;3708.400443;0.600178691;26.36528323;0.775519321;0.734828694;0;0;26;16;15;21;34;21;17.45;63.71;6.97;62.96;79.21666667;4.15;21.7;2.066666667;16.04333333;8.65;67.25;3.7;29.19166667;72.45;5.05;21.45;2.1;6.5725;7.435;64.65;4.725;27.275;87;179;107;72;99;122;186;219;133;129;118;92;122;144;106;161;206;98;185;174;107;213;161;188;183;0.064;57.52499992;57;65.82722724;70;10;0;0;0;0;0;100;100;90;100;15;5.04;37.76;40.96;36.32;41.44;40.24;24.16;371;2.6624;2.4064;2.5806;4.2768;;;;;
449;w;sca1_w06;02.05.2018;15.06.2018;6.3;20.8;23.34;0;1103.2;219.68;9;0.24;52;3;216.56;0;0;0;0;0;0;4556.806442;0.545656521;27.409011;0.873805821;0.773098222;36;45;14;28;18;36;37;27;20.78;70.6;6.68;98.75;80.075;3.5;19.725;2.35;18.7325;17.035;65.175;3.15;29.54;78.175;5.125;21.275;2.05;12.655;9.78;59.3;4.8;27.425;200;21;70;100;185;133;160;168;244;244;189;312;357;287;280;312;194;360;204;166;124;189;182;137;160;0.41;59.93499996;49.185;63.47028526;60;20;0;0;0;0;0;100;80;40;0;10;12.32;17.76;38.08;45.36;53.28;51.6;50.64;386;3.150769231;2.898461538;2.90952;5.2164;;;;;
